RSK,RSKF,VPM,TMK,UPM,TXK,TNK,TGK,evapo_p,evapo_r,soil_moist
16.9,4,142,14.3,8700,18,12.4,11.9,26.2377622377622,24,64.7062937062937
5.5,4,123,11.9,8800,14.1,8.5,6.8,30.4545454545455,29.3426573426573,70.5314685314685
0,0,113,13.9,7200,19.3,8.2,6.3,30.8041958041958,26,69.1888111888112
0.1,4,129,14.9,7600,18.9,10.3,7.6,28.965034965035,23.1048951048951,68.2447552447552
0,0,117,15.1,7000,21.1,8.2,6.3,39.993006993007,29.2307692307692,66.1678321678322
0,0,124,20.6,5400,28,11.1,9,60.8881118881119,42.027972027972,63.1608391608392
0,4,160,24.9,5300,32.3,15.3,13.3,66.1958041958042,43.0629370629371,60.3076923076923
5.4,4,199,24.6,6500,31.8,18.3,15.9,56.5174825174825,41.0979020979021,59.5594405594406
2.2,4,142,18.6,6700,22,13.4,11.7,30.9230769230769,27.979020979021,63.4475524475524
0,0,146,18.4,7000,24.1,11.9,10.2,38.1258741258741,27.1468531468531,61.6923076923077
0,0,144,20.6,6200,27.4,13,10.7,52.4965034965035,35.3006993006993,59.1678321678322
0,0,151,21.5,6100,27.4,15.1,12.6,50.3986013986014,31.2167832167832,56.986013986014
0,0,131,19,6200,24.1,13.1,11,52.2167832167832,29.0629370629371,55.1048951048951
0,0,107,19,5000,25.2,11.8,8.8,55.4965034965035,26.8111888111888,53.1048951048951
0,0,122,22.9,4700,30.4,12.6,9.4,64.8531468531469,26.4545454545455,51.4405594405594
0,0,159,25.5,5000,33.6,18.2,12.3,66,28.0909090909091,50.3146853146853
0.5,4,126,19.1,5700,22.6,13,8.7,46.8811188811189,20.9160839160839,49.7762237762238
0.2,4,140,17.9,6800,21.6,13,8.6,42.3566433566434,16.1888111888112,49.1888111888112
1.8,4,173,23.6,6100,29.5,18,14.6,51.3636363636364,15.2867132867133,48.3426573426573
18.4,4,195,20.9,7900,23.9,18.6,16.5,35.0839160839161,26,52.7482517482517
1.2,4,155,18.4,7300,22.8,14.9,13.8,31.6293706293706,22.1048951048951,52.2867132867133
0,0,193,22.2,7300,27.5,17.8,14.5,47.8881118881119,22.4125874125874,50.7972027972028
0,0,198,23.6,7000,30.3,17.8,14.8,51.6853146853147,21.4195804195804,49.2657342657343
0,0,165,23.9,5800,30.2,17.2,15,61.2727272727273,21.7902097902098,47.7762237762238
0,0,164,27.9,4600,35.4,17.3,14.2,67,19.4895104895105,46.5314685314685
6.1,4,185,26.8,5700,37.4,17.9,17.5,64.3776223776224,36.0559440559441,49.4895104895105
0,0,137,18.9,6500,24.5,14.7,12.5,49.6433566433566,18,48.2797202797203
0,0,117,18.7,5700,24.8,11.9,9.9,52.5524475524476,17.3286713286713,46.986013986014
1.6,4,116,20.3,5100,26,14.7,10.4,53.1328671328671,14.6853146853147,46.1678321678322
5.7,4,161,16.5,8600,19.2,15,14.9,21.7972027972028,16,49.7412587412587
0.6,4,149,16.6,7900,21,12.6,10.4,26.6573426573427,21.3636363636364,54.4825174825175
2.3,4,127,15.2,7400,19.1,11.9,10.6,31.1608391608392,22,53.5104895104895
0,0,138,17,7300,23,12.5,8.9,36.5384615384615,22.6503496503496,52.1468531468531
0,0,138,18.5,6600,25,10.7,7.4,40.4825174825175,22.0909090909091,50.7832167832168
0.1,4,158,18.8,7400,24.2,15.4,12.1,34.3986013986014,17.4825174825175,49.4615384615385
0,0,146,19.4,6700,26.3,14.8,11.7,41.3146853146853,19.4265734265734,48.3076923076923
0,0,172,20.1,7400,25.4,16.4,13.1,36.3566433566434,15.8531468531469,47.3146853146853
3.2,4,178,21.2,7200,26.6,15.5,11.6,36.4685314685315,21.041958041958,47.3076923076923
0.2,4,143,18.7,6800,24.6,13.9,12.2,42.5104895104895,24.2167832167832,47.4125874125874
7.3,4,155,16.2,8400,20.3,13.6,10.6,27.8951048951049,20.4125874125874,50.8321678321678
0,0,156,18.3,7600,24.5,13.4,11.1,32.2447552447552,17.7762237762238,49.8671328671329
0,0,164,20.9,6900,27.7,13.9,11.5,39.4195804195804,19.0769230769231,48.4895104895105
4.7,4,180,23.5,6500,29.7,16.7,14.3,50.8041958041958,25.7202797202797,46.8531468531469
10,4,201,21.1,8300,28.1,17.2,15.4,37.4615384615385,30.9300699300699,51.6013986013986
1.3,4,179,19.5,8000,25.5,16,14.2,32.6713286713287,27.5524475524476,52.7902097902098
0.7,4,166,18.6,7900,24.3,15.6,13.4,28.6223776223776,24.4965034965035,53.8811188811189
4.7,4,170,18.4,8100,23.3,15,12.3,32.4895104895105,23,52.3006993006993
0.1,4,174,19.1,8000,25.3,14.8,12.3,30.0559440559441,21,51.7482517482517
0.2,4,182,19.2,8300,24.7,14.8,11.5,28,19.013986013986,50.7832167832168
0.6,4,171,20.4,7300,26.4,14.8,11.3,37.0769230769231,25,49.7762237762238
2.3,4,164,18.3,7900,22.7,15.2,14.5,27.1398601398601,24.4825174825175,52.7132867132867
6.3,4,151,17.4,7700,22.4,13.6,9.9,28.2657342657343,25,53.2797202797203
2.6,4,141,17.2,7400,23.3,12.9,9.3,28.4755244755245,25.1818181818182,54.1608391608392
1.1,4,131,18.2,6400,23.6,13,10.5,31.6993006993007,25.1818181818182,52.6083916083916
0.6,4,164,17.3,8300,23,13.9,13.5,25.6853146853147,24.4615384615385,57.1468531468531
13.2,4,164,16,9100,20.5,13.9,11.6,26.0909090909091,25.5244755244755,59.4405594405594
0.7,4,155,15.8,8700,20.1,12.9,10.7,23.7692307692308,23.2657342657343,61.6083916083916
1.1,4,145,17.7,7300,23,13.9,13.2,33.3076923076923,30.6993006993007,60.7552447552448
6.2,4,180,20.3,7700,25.8,15.6,15.5,36.5384615384615,34.5104895104895,59.3566433566434
1.8,4,140,17.1,7400,21.9,11.7,10,35.2307692307692,33.979020979021,58.9300699300699
0,4,132,16.8,7100,22.4,11.3,9,32.1608391608392,25,57.1608391608392
0,0,131,20.1,5800,25.7,13.3,10.5,43.4755244755245,32,55.1678321678322
0,0,160,20.3,6700,24.4,15.3,11.6,37.0699300699301,26.0769230769231,53.4265734265734
0,0,157,20.8,6700,27.5,14.7,10.2,42.7342657342657,28.9370629370629,51.4545454545455
0,0,138,19.5,6400,26.5,12.5,8.5,39,24.5104895104895,49.8461538461538
0,0,128,22.2,5100,29,14.3,10.5,44.7832167832168,25.5454545454545,48.027972027972
0,0,151,24.4,5100,31.7,14.2,9.7,48,23.5874125874126,46.4965034965035
0,0,194,27.1,5600,34.7,19.7,15.2,46,19.4475524475524,45.1538461538462
0,0,211,26.5,6400,34.5,20.3,16.4,40,15.5104895104895,44.3146853146853
0,0,184,23.2,6700,29.8,18,14.6,42.2797202797203,14.7552447552448,43.3356643356643
0,0,161,18.3,7600,20.5,12,7.6,23.4125874125874,7.89510489510489,43.013986013986
0,0,141,15.9,7800,20.1,10,6.3,24.9440559440559,8.81818181818182,42.5034965034965
0,0,142,19.9,6500,26,13.5,8.9,37.8601398601399,10.048951048951,41.7972027972028
0,0,137,21.6,5600,29.8,13.1,8.6,41.7622377622378,9.74125874125874,41.1258741258741
0,0,141,18.3,6900,24.9,13.5,9.8,31.0979020979021,7.11188811188811,40.7342657342657
0,0,125,17.8,6300,24.8,12.3,7.2,34.2237762237762,6.81818181818182,40.2167832167832
2.2,4,113,15.2,6600,19.2,11.2,6.7,21.3146853146853,4.8041958041958,39.993006993007
0,4,119,14.6,7300,19.8,10,5.9,22.7482517482517,7.60839160839161,39.8881118881119
0,0,105,14.4,6700,21.5,9.1,4.8,25.5314685314685,4.92307692307692,39.5664335664336
0,0,106,16.3,6100,23.8,7.7,3.2,31.7622377622378,5.18881118881119,39.1818181818182
0,0,119,20.6,5100,28.5,12.1,8,40,6.36363636363636,38.8391608391608
0.2,4,164,21.1,6800,28.4,15.4,10.6,29.6783216783217,7.62237762237762,39.1048951048951
10.6,4,184,19.2,8300,24.7,14.5,10.9,21.4195804195804,11.979020979021,41.3216783216783
1.1,4,154,18.1,7700,25.2,13.9,10.9,28.034965034965,13.041958041958,40.8601398601399
0.1,4,148,17.8,7400,23.6,14.3,11,24.6083916083916,10,40.4125874125874
18,4,167,19.2,7500,24.5,15.4,10.8,21.5244755244755,11.7202797202797,41.1748251748252
0.5,4,175,18.2,8446,23.4,15.2,12.5,21.4125874125874,17.5944055944056,47.5104895104895
0,0,135,18,6696,22.6,13.7,10.1,27.7762237762238,16.986013986014,46.2867132867133
0,4,166,20.1,7075,25.2,16.2,14.1,26.1398601398601,19.5104895104895,47
1.5,4,159,19.4,7150,23.5,14.9,13.9,23.6083916083916,17.041958041958,46.979020979021
10,4,154,14.9,9058,20.2,11.7,8.5,21.0559440559441,16,46.9090909090909
0,4,133,17,7121,23.1,10.7,7.3,28.0559440559441,17,45.6013986013986
0,0,125,20.1,5500,27.2,13.8,10.5,38.027972027972,21.7832167832168,44.1818181818182
8.7,4,175,18.8,8054,22.7,16.7,12.8,16.986013986014,13.020979020979,45.6433566433566
11.4,4,159,14.7,9475,17.4,10.8,7.8,9.14685314685315,7.38461538461539,61.8391608391608
0.2,4,136,14.9,8121,21.1,10.2,7.5,19.1818181818182,14.8811188811189,60.7482517482517
5.8,4,143,15.4,8238,20.2,11.7,9.4,20.972027972028,19,62.2657342657343
0.1,4,120,14.5,7308,18.4,11.3,7.5,19.0909090909091,16,62.1118881118881
10.9,4,131,14.9,7871,20.6,11.4,7.7,20.7972027972028,20.013986013986,66.041958041958
9.8,4,130,14.8,7813,19.8,10.2,7.3,21.0699300699301,19.9020979020979,66.034965034965
0.2,4,145,16.9,7558,20.5,14.5,12.2,28.9440559440559,27.3986013986014,68.7272727272727
0,0,117,15.3,6738,19,12.7,9.6,20.3566433566434,19.1048951048951,69.3916083916084
0.3,4,132,14.8,7863,17.8,11.5,8.8,13.7342657342657,12.4265734265734,68.9300699300699
0,0,163,17.8,7963,20.5,15.7,12.5,15.9020979020979,13.0979020979021,68.3146853146853
0,0,164,20.8,6838,27.5,15,10.9,26,20.2517482517483,66.9370629370629
1.9,4,177,22.3,6558,28.7,16.7,10.8,25,20,65.7482517482517
0.2,4,139,15.3,7871,22,8.9,5.9,14.986013986014,14,67.3636363636364
0,0,99,11.6,7371,17.6,7.9,4.7,14,11.979020979021,68.2447552447552
0,0,99,12.1,7067,17.5,6.5,3.1,15.7972027972028,13,68.4895104895105
0,4,84,11.5,6275,16.4,7,4,14.951048951049,11.5944055944056,71.2517482517483
0.4,4,88,9.9,7204,11.1,9,7.8,12.048951048951,9.82517482517482,71.5664335664336
1.7,4,108,11.7,7863,14.9,8.9,7.5,12.9090909090909,11.3496503496504,71.041958041958
0,0,129,13,8633,17.6,10.2,7.9,9.03496503496504,7.18181818181818,70.1888111888112
0,0,134,14,8425,19.3,9.1,4.9,12,9,69.4055944055944
0,0,131,13.7,8425,19.7,9.9,5.3,10.4195804195804,8.86013986013986,69.4755244755245
0,0,120,11,9138,14.3,8.5,4.4,9.97202797202797,7.62937062937063,68.9230769230769
